Bathrooms,Bedrooms,Erf Size,Floor Size,Garages,Listing Date,Listing Number,Pet Friendly,Price,Town,Type of Property,Garden,Pool,Secure Parking,Parking,No Pets Allowed,Furnished,Flatlet,Fibre Internet,Furnished (Optional),ADSL Internet,Satellite Internet,Fixed WiMax Internet
1.0,3.0,168 m²,,,13 July 2020,108866096,,1595000.0,"36 Greatmore Street, Woodstock, Cape Town",House,,,,,,,,,,,,
2.0,2.0,,128 m²,,23 June 2020,108791661,,6800000.0,"Cape Town City Centre, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,
1.0,,,28 m²,,23 June 2020,108792637,,1100000.0,"Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,
3.5,4.0,,,,03 August 2020,108943535,1.0,8500000.0,"Camps Bay, Cape Town",House,,1.0,,1.0,,,,,,,,
2.0,3.0,496 m²,,1.0,21 July 2020,108896472,,4500000.0,"Claremont, Cape Town",House,,1.0,,,,,,,,,,
1.0,2.0,79 m²,,,14 August 2020,108990109,,1395000.0,"2 Burke Street, Observatory, Cape Town",House,,,,,,,,1.0,,,,
1.0,2.0,,,1.0,30 July 2020,108933276,,1570000.0,"12 Bower Road, Wynberg Upper, Cape Town",Apartment / Flat,1.0,,,1.0,,,,,,,,
4.0,4.0,744 m²,295 m²,2.0,24 February 2020,108481358,,4350000.0,"19 Starke Road, Bergvliet, Cape Town",House,,,,2.0,,,,,,,,
3.0,4.0,912 m²,,3.0,06 July 2020,108837759,,3750000.0,"11 Greenwood Walk, Tokai, Cape Town",House,,,,2.0,,,,,,,,
1.0,1.0,,71 m²,,04 April 2020,108613854,,2450000.0,"Icon Building, 24 Hans Strijdom Avenue, Cape Town City Centre, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,
1.0,1.0,60 m²,60 m²,,05 December 2019,108245392,,1295000.0,"267 Victoria Road, Woodstock, Cape Town",Apartment / Flat,,,,1.0,1.0,,,,,,,
1.0,3.0,472 m²,,2.0,10 July 2020,108856026,1.0,2250000.0,"Plumstead, Cape Town",House,,,,1.0,,,,,,,,
1.0,1.0,,62 m²,,18 June 2020,108776088,,1495000.0,"Rondebosch, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,,,,,,,
2.5,3.0,1 560 m²,,2.0,20 June 2020,108782146,,6700000.0,"8 Avenue Provence, Constantia, Cape Town",House,1.0,1.0,,,,,,,,,,
1.0,2.0,,107 m²,,02 July 2020,108825787,,2289600.0,"Zonnebloem, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,,,,,,,
1.0,1.0,,42 m²,,26 February 2020,108492990,,1150000.0,"18 The Bantry Bay, 8 Alexander Road, Bantry Bay, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,
2.0,5.0,,,,03 August 2020,108944143,,1799000.0,"Retreat, Cape Town",House,1.0,,,1.0,,,,,,,,
1.0,1.0,,62 m²,,02 July 2020,105734639,,1750000.0,"Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,,
1.0,,33 m²,33 m²,,05 August 2020,108951859,,895000.0,"Zonnebloem, Cape Town",Apartment / Flat,,,,,,,,,,,,
1.5,2.0,,90 m²,,08 May 2020,108652641,1.0,1995000.0,"75 Third Avenue, Harfield Village, Cape Town",Townhouse,,1.0,,2.0,,,,,,,,
4.0,3.0,1 047 m²,353 m²,,17 July 2020,106043354,1.0,14995000.0,"Steenberg Golf Estate, Cape Town",House,,1.0,,,,,,,,,,
1.0,3.0,140 m²,,,03 August 2020,108942109,,4650000.0,"Gardens, Cape Town",House,,,,,,,,,,,,
2.0,3.0,,122 m²,,07 July 2020,108844428,,2750000.0,"Tamboerskloof, Cape Town",Apartment / Flat,,,,,,,,,,,,
2.0,2.0,,130 m²,,17 February 2020,108454164,,13450000.0,"8 Marina One Quay Street, Waterfront, Cape Town",Apartment / Flat,1.0,1.0,2.0,,,,,,,,,
3.5,4.0,,,,03 August 2020,108943535,1.0,8500000.0,"Camps Bay, Cape Town",House,,1.0,,1.0,,,,,,,,
1.0,2.0,79 m²,,,14 August 2020,108990109,,1395000.0,"2 Burke Street, Observatory, Cape Town",House,,,,,,,,1.0,,,,
1.0,1.0,,42 m²,1.0,09 June 2020,108724372,1.0,1200000.0,"267 Victoria Road, Salt River, Cape Town",Apartment / Flat,,,,,,,,,,,,
1.0,1.0,,45 m²,,18 June 2020,108773620,,1249000.0,"Observatory, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,
4.0,4.0,744 m²,295 m²,2.0,24 February 2020,108481358,,4350000.0,"19 Starke Road, Bergvliet, Cape Town",House,,,,2.0,,,,,,,,
1.0,2.0,,,,12 July 2020,108860951,,1250000.0,"7 Rosedon Rd, Rondebosch East, Cape Town",Apartment / Flat,,,,1.0,,,,1.0,,,,
1.0,1.0,383 m²,67 m²,1.0,18 June 2020,108774718,1.0,3900000.0,"Tokai, Cape Town",House,,,,,,,,,,,,
3.0,4.0,912 m²,,3.0,06 July 2020,108837759,,3750000.0,"11 Greenwood Walk, Tokai, Cape Town",House,,,,2.0,,,,,,,,
1.0,1.0,,62 m²,,13 July 2020,108864116,,1750000.0,"Sea Point, Cape Town",Apartment / Flat,1.0,,,,1.0,,,,,,,
4.0,4.0,,321 m²,,18 November 2019,108189442,,14750000.0,"66 Kloof Road, Sea Point, Cape Town",Apartment / Flat,,1.0,,3.0,1.0,1.0,,,,,,
3.0,3.0,422 m²,,1.0,27 July 2020,108915535,,4995000.0,"5 Schilpadvlei Road, Constantia, Cape Town",House,1.0,,,3.0,,,,,,,,
3.5,3.0,,406 m²,,03 July 2020,108831063,1.0,17500000.0,"Sea Point, Cape Town",Apartment / Flat,,1.0,,2.0,,,,,,,,
1.0,1.0,60 m²,60 m²,,05 December 2019,108245392,,1295000.0,"267 Victoria Road, Woodstock, Cape Town",Apartment / Flat,,,,1.0,1.0,,,,,,,
2.5,3.0,1 560 m²,,2.0,20 June 2020,108782146,,6700000.0,"8 Avenue Provence, Constantia, Cape Town",House,1.0,1.0,,,,,,,,,,
1.0,2.0,,107 m²,,02 July 2020,108825787,,2289600.0,"Zonnebloem, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,,,,,,,
2.0,2.0,,114 m²,2.0,07 July 2020,108840882,,3850000.0,"Oranjezicht, Cape Town",Apartment / Flat,,,,,,,,,,,,
1.0,1.0,43 m²,43 m²,,18 November 2019,108191555,,1495000.0,"66 Keerom Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,
3.0,4.0,595 m²,69 m²,,06 July 2020,108835712,1.0,2150000.0,"Surrey Estate, Cape Town",House,,,,,,,1.0,,,,,
1.0,1.0,,41 m²,1.0,19 March 2020,108588874,,1275000.0,"Deauville, 20 Ednam Road, Rondebosch, Cape Town",Apartment / Flat,,,,,,,,,,,,
2.5,3.0,231 m²,231 m²,,12 July 2020,108861834,,15750000.0,"Bantry Bay, Cape Town",Apartment / Flat,1.0,1.0,,2.0,1.0,,,1.0,,,,
1.0,2.0,,60 m²,1.0,18 May 2020,108668006,,2050000.0,"12 Bowwood Road, Claremont Upper, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,
2.5,3.0,,195 m²,,11 July 2020,108860458,,10995000.0,"Fresnaye, Cape Town",Apartment / Flat,1.0,1.0,,2.0,1.0,,,,,,,
2.0,3.0,,104 m²,2.0,26 June 2020,108806365,1.0,4900000.0,"Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,,
1.0,1.0,49 m²,49 m²,1.0,20 March 2020,108593291,,1565000.0,"1915 Parliament Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,,1.0,1.0,,,,,,,
1.0,1.0,,60 m²,,29 July 2020,108927556,,1999500.0,"Oranjezicht, Cape Town",Apartment / Flat,1.0,,,,,,,,,,,
2.0,2.0,,105 m²,,24 June 2020,108798083,,3490000.0,"De Waterkant, Cape Town",Apartment / Flat,,1.0,,2.0,1.0,1.0,,,,,,
2.0,4.0,,,,03 September 2020,109064559,,850000.0,"Langa, Cape Town",House,,,,1.0,,,,,,,,
2.5,3.0,160 m²,147 m²,1.0,12 May 2020,108658314,,3295000.0,"10 Molenvliet Road, Observatory, Cape Town",House,1.0,,1.0,,,,,,,,,
2.0,2.0,210 m²,,1.0,16 September 2019,107944872,,5850000.0,"Sea Point, Cape Town",House,1.0,,,,,,,,,,,
2.0,2.0,,103 m²,,13 July 2020,108863713,,3950000.0,"Green Point, Cape Town",Apartment / Flat,,,,2.0,,,,,,,,
1.0,1.0,296 m²,,,03 July 2020,108831477,1.0,2350000.0,"Harfield Village, Cape Town",House,,,,2.0,,,,,,,,
3.0,3.0,198 m²,195 m²,1.0,14 July 2020,108868429,1.0,4500000.0,"Stonehurst Mountain Estate, Cape Town",House,1.0,,,,,,,1.0,,,,
,3.0,366 m²,,2.0,23 June 2020,108790623,1.0,2645000.0,"54 Rosmead Avenue, Harfield Village, Cape Town",House,1.0,,,,,,,1.0,,,,
1.0,3.0,615 m²,120 m²,1.0,30 March 2020,108606674,1.0,2095000.0,"12 Carrol Road, Ottery, Cape Town",House,,1.0,,,,,1.0,,,,,
1.0,2.0,,104 m²,,23 June 2020,107485752,1.0,3650000.0,"1 Breda Street, Oranjezicht, Cape Town",Apartment / Flat,,,,,,,,,,,,
1.0,2.0,,64 m²,,03 February 2020,108395167,,1350000.0,"48 Greenfields, Main Road, Diep River, Cape Town",Townhouse,1.0,,,1.0,,,,,,,,
2.0,3.0,250 m²,190 m²,,17 June 2020,108772190,,4995000.0,"Sea Point, Cape Town",House,,,,,,,,,,,,
1.0,2.0,45 m²,45 m²,,31 December 2019,108285429,1.0,950000.0,"14 Sunrise Boulevard, Muizenberg, Cape Town",Apartment / Flat,,1.0,1.0,,,,,,,,,
2.0,2.0,78 m²,78 m²,,09 December 2019,108254980,1.0,4650000.0,"1 Ocean View Drive, Green Point, Cape Town",Apartment / Flat,,,,,,1.0,,,,,,
1.0,,30 000 m²,51 m²,,20 June 2020,108781870,,1695000.0,"Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,,,1.0,,,,
3.0,3.0,,185 m²,,16 April 2020,108626153,,6900000.0,"96 Beach Road, Muizenberg, Cape Town",Apartment / Flat,,,,2.0,,,,,,,,
1.0,0.5,,40 m²,1.0,29 June 2020,108810053,,1995000.0,"Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,,,
2.0,3.0,285 m²,123 m²,1.0,19 June 2020,108779330,,2200000.0,"Muizenberg, Cape Town",House,1.0,,,,,,,,,,,
2.0,3.0,740 m²,177 m²,,16 May 2020,108666291,,4950000.0,"Walmer Estate, Cape Town",House,1.0,1.0,4.0,2.0,,,1.0,,,,,
1.0,2.0,,63 m²,1.0,02 July 2020,108826493,,3395000.0,"Green Point, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,
3.0,3.0,350 m²,200 m²,4.0,04 June 2020,108706862,,3950000.0,"Newlands, Cape Town",House,,1.0,,,,,,,,,,
1.0,1.0,,45 m²,,19 June 2020,108779526,,1150000.0,"Rondebosch, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,
2.0,2.0,83 m²,83 m²,,17 June 2020,108769778,,4850000.0,"Kalk Bay, Cape Town",Apartment / Flat,,,,,,,,,,,,
2.0,3.0,,200 m²,,21 June 2020,108783382,,6995000.0,"Fresnaye, Cape Town",Apartment / Flat,,,,1.0,1.0,,,,,,,
1.0,2.0,76 m²,,1.0,07 July 2020,108841427,,1495000.0,"Wynberg Upper, Cape Town",Apartment / Flat,1.0,,,,,,,,,,,
2.0,3.0,296 m²,,,17 August 2020,108998139,,1850000.0,"15 Prince George Drive, Muizenberg, Cape Town",House,,,,4.0,,,,,,,,
2.0,2.0,,56 m²,,03 July 2020,108828329,,1795000.0,"Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,1.0,,,,,,,,
2.0,2.0,,100 m²,,27 June 2020,108808239,,3775000.0,"58 Harbouredge, 10 Hospital Road, De Waterkant, Cape Town",Apartment / Flat,,,,2.0,,,,,,,,
2.0,2.0,,87 m²,,24 June 2020,108797037,,4500000.0,"Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,2.0,1.0,1.0,,,,,,
2.0,3.0,,95 m²,,18 March 2020,108581915,,1795000.0,"42 Sea Breeze Road, Kirstenhof, Cape Town",Townhouse,1.0,,,1.0,,,,,,,,
1.0,2.0,,,,25 August 2020,109029870,,925000.0,"45 Dune Crest, Muizenberg, Cape Town",Apartment / Flat,,1.0,,1.0,,,,,,,,
1.0,1.0,,,,28 May 2020,108690429,,1590000.0,"A305 The Claremont 53 Main Road, Claremont, Cape Town",Apartment / Flat,,1.0,,1.0,,,,,,,,
1.0,1.0,68 m²,68 m²,,19 March 2020,108586075,,1650000.0,"96 Beach Road, Muizenberg, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,
2.5,3.0,133 m²,103 m²,1.0,18 June 2020,108775043,,3295000.0,"Rosebank, Cape Town",House,,,,1.0,1.0,,,,,,,
1.0,1.0,,51 m²,,03 June 2020,108703004,,2490000.0,"303 Beach Road, Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,,
2.0,4.0,255 m²,164 m²,,16 June 2020,108766252,1.0,2995000.0,"20 Fraser Road, Muizenberg, Cape Town",House,,,3.0,,,,,,,,,
2.5,2.0,,111 m²,1.0,16 March 2020,108574314,1.0,4995000.0,"293 Beach Road, Sea Point, Cape Town",Apartment / Flat,1.0,1.0,,,,,,,,,,
4.5,4.0,1 359 m²,,2.0,05 June 2020,108710483,,9950000.0,"31a Brommaert Avenue, Constantia, Cape Town",House,1.0,,,,,,,,,,,
2.0,3.0,265 m²,,1.0,04 July 2020,108832611,,1900000.0,"Costa Da Gama, Cape Town",House,,,,3.0,,,,,,,,
3.0,3.0,,,,04 August 2020,108945492,,2495000.0,"Observatory, Cape Town",House,,,,2.0,,,,1.0,,,,
2.0,2.0,262 m²,,,15 July 2020,108874348,,2700000.0,"Observatory, Cape Town",Townhouse,,,,1.0,1.0,,,,,,,
1.0,1.0,,64 m²,,29 June 2020,108813470,,1150000.0,"Kenilworth, Cape Town",Apartment / Flat,,,,,,,,1.0,,,,
1.0,,,36 m²,,18 June 2020,108776954,1.0,1299000.0,"Woodstock, Cape Town",Apartment / Flat,,1.0,,1.0,,,,1.0,,,,
1.0,2.0,84 m²,84 m²,,07 July 2020,108843045,1.0,1500000.0,"Observatory, Cape Town",House,,,,,,,,,,,,
1.0,1.0,94 m²,94 m²,1.0,19 June 2020,108779541,1.0,2895000.0,"Vredehoek, Cape Town",Apartment / Flat,1.0,,,,,,,1.0,,,,
2.0,4.0,424 m²,,,25 August 2020,109028487,1.0,5300000.0,"Bo Kaap, Cape Town",House,1.0,,,1.0,,,,,,,,
3.0,3.0,148 m²,200 m²,,02 July 2020,108824294,1.0,4990000.0,"Sea Point, Cape Town",House,,,,,,,,,,,,
2.0,3.0,,231 m²,2.0,14 June 2018,106441019,,15750000.0,"Bantry Bay, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,,,
2.0,2.0,,,,04 June 2020,108709246,,1895000.0,"13 Yellowwoods 2 Sherwood Avenue, Kenilworth, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,
1.0,0.5,,42 m²,,14 July 2020,108870504,,1800000.0,"Sea Point, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,
1.5,2.0,,92 m²,,11 July 2020,108860485,,2250000.0,"Kenilworth Upper, Cape Town",Townhouse,,,,,,,,,,,,
4.0,4.5,414 m²,,2.0,17 February 2020,108455585,,59950000.0,"10 Glen Beach Road, Camps Bay, Cape Town",House,,1.0,,2.0,,,,,,,,
2.0,3.0,151 m²,,,05 August 2020,108953267,,1650000.0,"Heathfield, Cape Town",House,1.0,,,,,,,,,,,
1.5,2.0,69 m²,61 m²,,10 July 2020,108859393,,2180000.0,"Zonnebloem, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,,,,,,,
2.0,2.0,,79 m²,1.0,01 July 2020,108818253,,1595000.0,"Salt River, Cape Town",Apartment / Flat,,,,,,,,1.0,,,,
2.0,3.0,725 m²,113 m²,1.0,19 June 2020,108780267,,2990000.0,"4 Mercury Road, Kirstenhof, Cape Town",House,1.0,,,,,,,,,,,
2.0,2.0,,61 m²,,13 March 2020,108568344,,1599000.0,"Kenilworth, Cape Town",Apartment / Flat,,,,2.0,,,,1.0,,,,
3.0,3.0,265 m²,90 m²,1.0,23 September 2019,107972108,,8300000.0,"9 La Cases Road, Newlands, Cape Town",House,1.0,,,1.0,,,,,,,,
2.0,2.0,,109 m²,1.0,15 June 2020,108763595,,9500000.0,"Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,,
1.0,1.0,,44 m²,,03 July 2020,108831830,,1850000.0,"1 Kotzee Road, Observatory, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,
2.0,4.0,,,1.0,07 August 2020,108961543,,1250000.0,"Bridgetown, Cape Town",House,,,,,,,1.0,,,,,
3.0,4.0,,148 m²,1.0,18 March 2020,108581404,,2995000.0,"9 Hillside, 11 Vans Road, Tokai, Cape Town",Townhouse,,,,1.0,,,,,,,,
1.0,2.0,123 m²,100 m²,2.0,25 June 2020,108799965,1.0,2200000.0,"38 Robins Road, Observatory, Cape Town",House,,,,1.0,,,,1.0,,,,
4.5,4.0,499 m²,344 m²,2.0,13 March 2020,108565932,,14495000.0,"1 Ratling Road, Fresnaye, Cape Town",House,,,,2.0,,,,,,,,
2.0,3.0,545 m²,200 m²,1.0,18 June 2020,108773661,1.0,3995000.0,"3 Murray Road, Kenilworth Upper, Cape Town",House,1.0,1.0,,4.0,,,,,,,,
1.0,1.0,,47 m²,,23 June 2020,108790042,,2595000.0,"Foreshore, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,,,,,,,
2.0,3.0,,110 m²,1.0,05 June 2020,108713353,1.0,1450000.0,"Muizenberg, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,
1.0,2.0,200 m²,,1.0,23 July 2020,108907268,,1399000.0,"Costa Da Gama, Cape Town",Townhouse,1.0,,,1.0,,,,,,,,
1.0,1.0,,51 m²,,05 August 2020,108951785,,1595000.0,"Sea Point, Cape Town",Apartment / Flat,,,,1.0,1.0,,,,,,,
5.0,6.0,3 325 m²,,2.0,20 July 2020,108890396,1.0,9000000.0,"Constantia, Cape Town",House,,1.0,,4.0,,,,,,,,
1.0,2.0,145 m²,,,05 August 2020,108950506,,1895000.0,"Woodstock, Cape Town",House,,,,,,,,,,,,
1.0,3.0,447 m²,,,23 July 2020,108907582,,2400000.0,"Lansdowne, Cape Town",House,,,,3.0,,,,,,,,
1.0,1.0,,39 m²,,03 July 2020,108828548,,920000.0,"Rosebank, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,
2.0,2.0,,121 m²,,23 March 2020,108597896,,4200000.0,"19 Parliament Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,
2.0,2.0,,79 m²,1.0,01 July 2020,108818253,,1595000.0,"Salt River, Cape Town",Apartment / Flat,,,,,,,,1.0,,,,
1.0,1.0,,52 m²,,22 June 2020,108787845,,2600000.0,"Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,1.0,,,,,,
3.5,3.0,,,2.0,15 July 2020,108152426,,7500000.0,"Claremont Upper, Cape Town",House,1.0,,,1.0,,,,,,,,
2.0,3.0,,117 m²,,13 March 2020,108568064,1.0,4495000.0,"292 Beach Rd, Sea Point, Cape Town",Apartment / Flat,1.0,,,1.0,,,,,,,,
1.0,1.0,,43 m²,,19 March 2020,108584960,,1300000.0,"17 Bromwell Street, Woodstock, Cape Town",Apartment / Flat,,1.0,,1.0,,,,,,,,
1.0,1.0,,62 m²,,13 March 2020,108568065,1.0,2350000.0,"62 Kloof Road, Sea Point, Cape Town",Apartment / Flat,1.0,,,,,,,,,,,
2.0,3.0,,206 m²,2.0,21 February 2020,108473642,,9950000.0,"Bordeaux 239 Beach Road, Sea Point, Cape Town",Apartment / Flat,,,,1.0,,,,1.0,,,,
1.0,1.0,,,,23 July 2020,108906145,,1890000.0,"Gardens, Cape Town",Apartment / Flat,,,,,,,,,,,,
14.0,13.0,485 m²,,,21 January 2019,107110756,,10695000.0,"1 Faure Street, Gardens, Cape Town",House,,,,,,,,,,,,
1.0,1.0,,48 m²,1.0,25 June 2020,108801640,,1095000.0,"23 Bridge Street, Rosebank, Cape Town",Apartment / Flat,,,,,,,,,,,,
2.0,2.0,141 m²,141 m²,2.0,15 June 2020,107055124,,4995000.0,"Foreshore, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,,,
2.0,2.0,192 m²,,1.0,30 June 2020,108817578,,5300000.0,"6 Clydebank Road, Green Point, Cape Town",House,1.0,,,,,,,,,,,
2.0,3.0,,110 m²,1.0,05 June 2020,108713353,1.0,1450000.0,"Muizenberg, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,
1.0,2.0,200 m²,,1.0,23 July 2020,108907268,,1399000.0,"Costa Da Gama, Cape Town",Townhouse,1.0,,,1.0,,,,,,,,
1.0,1.0,,68 m²,,20 September 2019,107967013,,2195000.0,"Green Point, Cape Town",Apartment / Flat,,,,,,,,,,,,
2.0,2.0,,,,03 August 2020,108941436,,4499995.0,"71 Loop Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,,1.0,,,,1.0,,,,
1.0,1.0,,47 m²,,09 July 2020,108854860,,1850000.0,"Sea Point, Cape Town",Apartment / Flat,,,,1.0,1.0,,1.0,,,,,
1.0,3.0,447 m²,,,23 July 2020,108907582,,2400000.0,"Lansdowne, Cape Town",House,,,,3.0,,,,,,,,
2.0,3.0,334 m²,134 m²,1.0,19 June 2020,108780480,,2995000.0,"6 Crescent Road, Claremont, Cape Town",House,,,,2.0,,,,,,,,
1.0,2.0,,,1.0,27 July 2020,108917379,,2200000.0,"45 Chapel St, Zonnebloem, Cape Town, Zonnebloem, Cape Town",Apartment / Flat,,,,,,,,,,,,
2.0,2.0,78 m²,78 m²,,30 July 2020,108931829,,2280000.0,"The Piazza, 32 Parliament Street, Cape Town, Cape Town City Centre, Cape Town",Apartment / Flat,,,,1.0,1.0,,,1.0,,,,
1.0,1.0,,61 m²,,15 June 2020,108765079,,2295000.0,"30 Mechau Street, De Waterkant, Cape Town",Apartment / Flat,,,,1.0,,,,1.0,,,,
1.0,2.0,162 m²,,1.0,15 September 2020,109118810,,,"12 Adderley Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,,,,,,,,,,
3.0,3.0,190 m²,190 m²,,11 March 2020,108556465,1.0,13995000.0,"South Seas, 129 Beach Road, Mouille Point, Cape Town",Apartment / Flat,,1.0,,2.0,,,,,,,,
2.0,2.0,,176 m²,2.0,29 June 2019,107651670,1.0,7900000.0,"17 Calais Road, Sea Point, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,
2.5,2.0,,,,03 August 2020,108942233,,6400000.0,"Fresnaye, Cape Town",Apartment / Flat,1.0,,,2.0,1.0,1.0,,,,,,
2.0,4.0,,174 m²,,03 October 2019,108006464,,2700000.0,"5a Lulworth Road, Rondebosch Village, Cape Town",Apartment / Flat,,,,2.0,,,,,,,,
3.0,4.0,522 m²,252 m²,2.0,24 June 2020,108796189,1.0,7999000.0,"35 Bellevue Street, Higgovale, Cape Town",House,1.0,1.0,,,,,,,,,,
1.0,2.0,,105 m²,,17 June 2020,108770182,,6000000.0,"De Waterkant, Cape Town",Apartment / Flat,,,,2.0,1.0,,,,,,,
2.0,2.0,,78 m²,,03 July 2020,108828698,,1295000.0,"Diep River, Cape Town",Townhouse,,,,2.0,,,,,,,,
4.0,4.0,991 m²,273 m²,,17 January 2020,108334589,,17500000.0,"32 Sunset Avenue, Llandudno, Cape Town",House,1.0,1.0,,4.0,,,,,,,,
1.0,1.0,,52 m²,,30 June 2020,108817496,,1495000.0,"Rondebosch, Cape Town",Apartment / Flat,1.0,,,,,,,,,,,
1.0,2.0,,,,21 September 2020,109144650,1.0,300000.0,"Grassy Park, Cape Town",Apartment / Flat,1.0,,,1.0,,,,,,,,
1.0,2.0,,,,30 July 2020,108931976,,899000.0,"Costa Da Gama, Cape Town",Apartment / Flat,,1.0,,1.0,,,,1.0,,,,
4.0,5.0,1 441 m²,279 m²,,11 March 2020,108555911,1.0,7750000.0,"11 Gilmour Circle, Constantia, Cape Town",House,,1.0,,,,,,,,,,
1.0,1.0,,41 m²,1.0,24 July 2020,108908653,,1240000.0,"Zonnebloem, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,
1.0,0.5,,37 m²,,25 June 2020,108798241,,1950000.0,"Foreshore, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,,,,,,,
3.0,3.0,98 m²,98 m²,1.0,15 June 2020,105970330,,4850000.0,"Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,,
2.0,2.0,,74 m²,,07 November 2019,108144089,,3195000.0,"1 Hans Strijdom Street, Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,
2.5,2.0,,,,17 July 2020,108881989,,4989000.0,"Fresnaye, Cape Town",Apartment / Flat,,,,2.0,,,,,,,,
9.0,9.0,2 551 m²,445 m²,6.0,25 June 2020,108801975,,15995000.0,"33 Pagasvlei Road, Constantia, Cape Town",House,1.0,1.0,,4.0,,,,,,,,
3.0,5.0,445 m²,,,27 July 2020,108915790,,2750000.0,"Claremont, Cape Town",House,,1.0,,3.0,,,,,,,,
1.0,2.0,60 m²,60 m²,,09 May 2020,108653565,,2400000.0,"Kenilworth Upper, Cape Town",Apartment / Flat,,,,2.0,,,,1.0,,,,
1.0,2.0,,,1.0,27 July 2020,108917379,,2200000.0,"45 Chapel St, Zonnebloem, Cape Town, Zonnebloem, Cape Town",Apartment / Flat,,,,,,,,,,,,
2.0,8.0,366 m²,,,15 July 2020,108873520,,3499000.0,"Woodstock, Cape Town",House,,,,,1.0,,,,,,,
1.0,2.0,,79 m²,,09 March 2020,108546971,,1150000.0,"28 Mile End Road, Diep River, Cape Town",Apartment / Flat,,,,2.0,1.0,,,,,,,
3.5,3.0,199 m²,,2.0,12 February 2020,108434801,1.0,7450000.0,"3 Mona Crescent, Newlands, Cape Town",House,1.0,,4.0,,,,,,,,,
2.0,2.0,,117 m²,1.0,09 March 2020,108544631,,3500000.0,"Van Riebeeck, 16 Worcester Road, Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,,
4.0,4.0,991 m²,273 m²,,17 January 2020,108334589,,17500000.0,"32 Sunset Avenue, Llandudno, Cape Town",House,1.0,1.0,,4.0,,,,,,,,
4.5,4.0,495 m²,356 m²,2.0,07 May 2020,108650510,1.0,28500000.0,"Camps Bay, Cape Town",House,1.0,1.0,,2.0,,,1.0,,,,,
1.0,2.0,,,,21 September 2020,109144650,1.0,300000.0,"Grassy Park, Cape Town",Apartment / Flat,1.0,,,1.0,,,,,,,,
1.0,1.0,,51 m²,,18 June 2020,108775703,1.0,2550000.0,"Ga Four On O 4 Oliver Road, Sea Point, Cape Town",Apartment / Flat,,,,,,,,1.0,,,,
1.0,1.0,,41 m²,1.0,24 July 2020,108908653,,1240000.0,"Zonnebloem, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,
1.0,2.0,,77 m²,1.0,26 February 2020,108492043,,2350000.0,"Green Point, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,
3.0,4.0,902 m²,323 m²,1.0,30 June 2020,108817260,1.0,4395000.0,"Pinelands, Cape Town",House,,1.0,,2.0,,,1.0,,,,,
2.0,2.0,,109 m²,2.0,20 April 2020,108629875,1.0,7600000.0,"17 Calais Road, Sea Point, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,
